msisdn,imsi,imei,name,email,iccid,plan,activation_ts
3187332225,197905732232253,950884678183789,Ethan Davis,ethan.hernandez42@hubmail.io,496331669748462,enterprise,2025-02-09
9601997116,943483491716355,266056052532364,Aiden Brown,sophia.brown894@guardpost.io,285229661871974,pro,2023-07-13
8665054602,322896371024567,334085794924654,Liam Williams,isabella.brown969@hubmail.io,383649814660708,basic,2023-12-15
4423474459,437605608996348,484654906451892,Liam Smith,sophia.anderson750@relay365.net,464293242936527,free,2024-10-16
9028167941,930860193588337,189816795542669,Olivia Rodriguez,mia.garcia637@guardpost.io,467643207053097,free,2023-12-16
9016507498,932085152742990,900846684809459,Mia Taylor,olivia.hernandez993@hubmail.io,370993216321842,pro,2025-04-11
8379605313,655234955448961,904183154045465,Logan Davis,daniel.anderson615@hubmail.io,563280269260617,enterprise,2023-05-26
3849793484,769012606838875,492574073853051,Harper Martinez,ethan.martinez735@townmail.net,937342119035972,enterprise,2025-06-21
7222686921,686499658563005,797374078401314,Lucas Martinez,ethan.garcia105@mailpost.net,771964805652280,free,2026-02-26
6506248078,447833517387599,945062202237189,Evelyn Smith,grace.moore507@guardpost.io,596120393078139,free,2024-07-11
6451043058,638252203974916,822123681740597,Benjamin Davis,logan.martinez992@inboxr.net,999070889622065,basic,2024-06-13
5599243776,435339477106973,206551526914166,Amelia Moore,liam.jones501@guardpost.io,252540287718185,free,2025-05-16
8823003599,820122546106483,532595571097281,Scarlett Jones,abigail.smith23@quickdrop.email,219189358442504,basic,2026-03-11
1187399482,774453007179904,720604824683735,John Brown,alexander.brown487@liveloop.net,855705302469124,free,2025-02-20
